Date,Close,Open,High,Low,pct_change,log_return
2013-07-18,6.1405,6.1352,6.1443,6.1352,,
2013-07-19,6.1346,6.139,6.1443,6.133,-0.0009608338083219037,-0.0009612957050197934
2013-07-22,6.1355,6.134,6.139,6.132,0.00014670883187184458,0.0001466980711835042
2013-07-23,6.1344,6.1348,6.1389,6.1329,-0.00017928449189141826,-0.00017930056527704075
2013-07-24,6.1352,6.1334,6.1367,6.1322,0.00013041210224318256,0.00013040359932414702
2013-07-25,6.1361,6.1342,6.1385,6.1333,0.00014669448428739074,0.00014668372570358912
2013-07-26,6.1357,6.1355,6.1364,6.1322,-6.518798585419816e-05,-6.519011068339964e-05
2013-07-29,6.1348,6.134,6.1375,6.132,-0.00014668253011063115,-0.0001466932890450412
2013-07-30,6.135,6.1333,6.1391,6.1315,3.260089978485148e-05,3.260036838703684e-05
2013-07-31,6.1323,6.134,6.1372,6.1308,-0.0004400977995110411,-0.00044019467097045073
2013-08-01,6.1338,6.1309,6.1339,6.1278,0.00024460642825685497,0.0002445765169820646
2013-08-02,6.1295,6.1331,6.134,6.1268,-0.0007010336170073517,-0.000701279455974424
2013-08-05,6.122,6.128,6.129,6.1192,-0.001223590831226029,-0.0012243400296911844
2013-08-06,6.1195,6.121,6.1241,6.1165,-0.00040836327997373356,-0.00040844668296458053
2013-08-07,6.1178,6.119,6.1217,6.1155,-0.00027780047389502904,-0.0002778390675943765
2013-08-08,6.1135,6.117,6.1191,6.1109,-0.0007028670437084772,-0.00070311417055402
2013-08-09,6.1192,6.1115,6.1198,6.1113,0.0009323628036312925,0.0009319284234114988
2013-08-12,6.118,6.118,6.122,6.116,-0.0001961040658909896,-0.0001961232968075155
2013-08-13,6.119,6.117,6.1238,6.1159,0.0001634521085320806,0.00016343875169178013
2013-08-14,6.1162,6.118,6.122,6.1138,-0.0004575911096583729,-0.00045769583641952494
2013-08-15,6.109,6.1141,6.1162,6.107,-0.0011772015303620487,-0.0011778949763541213
2013-08-16,6.1098,6.1075,6.1101,6.105,0.00013095432967746845,0.00013094575590777424
2013-08-19,6.1167,6.1095,6.1185,6.1073,0.0011293332023960545,0.0011286959853635814
