Date,Close,Open,High,Low,pct_change,log_return
2000-06-28,8.2775,8.2775,8.2775,8.2775,1.2081088264448424e-05,1.2081015288600838e-05
2000-06-29,8.278,8.278,8.278,8.278,6.040471156754101e-05,6.040288727637844e-05
2000-06-30,8.2782,8.2782,8.2782,8.2782,2.4160425223351822e-05,2.416013336503653e-05
2000-07-03,8.2786,8.2786,8.2786,8.2786,4.831968302299039e-05,4.831851566455825e-05
2000-07-04,8.2789,8.2789,8.2789,8.2789,3.623801125796078e-05,3.6237354676949e-05
2000-07-05,8.2787,8.2787,8.2787,8.2787,-2.415779874131996e-05,-2.4158090545345345e-05
2000-07-06,8.2791,8.2791,8.2791,8.2791,4.831676470939961e-05,4.831559749174375e-05
2000-07-07,8.2793,8.2793,8.2793,8.2793,2.41572151562508e-05,2.4156923375429077e-05
2000-07-10,8.2795,8.2795,8.2795,8.2795,2.415663159949233e-05,2.4156339832881457e-05
2000-07-11,8.2794,8.2794,8.2794,8.2794,-1.2078024035244717e-05,-1.2078096975010055e-05
2000-07-12,8.2795,8.2795,8.2795,8.2795,1.2078169915774596e-05,1.2078096975010055e-05
2000-07-13,8.2791,8.2791,8.2791,8.2791,-4.831209614120091e-05,-4.831326320831053e-05
2000-07-14,8.2796,8.2796,8.2796,8.2796,6.0393037890627e-05,6.039121430490013e-05
2000-07-17,8.2791,8.2791,8.2791,8.2791,-6.038939079189287e-05,-6.039121430490013e-05
2000-07-18,8.2796,8.2796,8.2796,8.2796,6.0393037890627e-05,6.039121430490013e-05
2000-07-19,8.2796,8.2796,8.2796,8.2796,0.0,0.0
2000-07-20,8.2796,8.2796,8.2796,8.2796,0.0,0.0
2000-07-21,8.2795,8.2795,8.2795,8.2795,-1.2077878158378574e-05,-1.20779510965896e-05
2000-07-24,8.2798,8.2798,8.2798,8.2798,3.623407210562313e-05,3.6233415667386026e-05
2000-07-25,8.2797,8.2797,8.2797,8.2797,-1.2077586415082386e-05,-1.2077659349518656e-05
2000-07-26,8.2796,8.2796,8.2796,8.2796,-1.2077732284954124e-05,-1.2077805221277773e-05
2000-07-27,8.2793,8.2793,8.2793,8.2793,-3.6233634475246745e-05,-3.623429092947106e-05
2000-07-28,8.2794,8.2794,8.2794,8.2794,1.2078315799746164e-05,1.2078242857871402e-05
2000-07-31,8.2792,8.2792,8.2792,8.2792,-2.415633983154919e-05,-2.41566316008246e-05
2000-08-01,8.2788,8.2788,8.2788,8.2788,-4.8313846748415656e-05,-4.831501389990223e-05
2000-08-02,8.2791,8.2791,8.2791,8.2791,3.623713581668575e-05,3.623647926742635e-05
2000-08-03,8.2796,8.2796,8.2796,8.2796,6.0393037890627e-05,6.039121430490013e-05
2000-08-04,8.2798,8.2798,8.2798,8.2798,2.415575631675715e-05,2.4155464570796426e-05
2000-08-07,8.2799,8.2799,8.2799,8.2799,1.2077586415193409e-05,1.207751348175634e-05
2000-08-08,8.2799,8.2799,8.2799,8.2799,0.0,0.0
2000-08-09,8.2798,8.2798,8.2798,8.2798,-1.2077440548763365e-05,-1.207751348175634e-05
2000-08-10,8.2799,8.2799,8.2799,8.2799,1.2077586415193409e-05,1.207751348175634e-05
2000-08-11,8.2796,8.2796,8.2796,8.2796,-3.623232164629009e-05,-3.623297805255277e-05
2000-08-14,8.2795,8.2795,8.2795,8.2795,-1.2077878158378574e-05,-1.20779510965896e-05
2000-08-15,8.2788,8.2788,8.2788,8.2788,-8.454616824693506e-05,-8.454974247573688e-05
2000-08-16,8.2797,8.2797,8.2797,8.2797,0.0001087114074502,0.0001087054987936
2000-08-17,8.2799,8.2799,8.2799,8.2799,2.4155464569908247e-05,2.4155172831275e-05
2000-08-18,8.2797,8.2797,8.2797,8.2797,-2.415488109752673e-05,-2.4155172831275e-05
2000-08-21,8.2799,8.2799,8.2799,8.2799,2.4155464569908247e-05,2.4155172831275e-05
2000-08-22,8.2799,8.2799,8.2799,8.2799,0.0,0.0
2000-08-23,8.2793,8.2793,8.2793,8.2793,-7.246464329280222e-05,-7.246726898202382e-05
2000-08-24,8.2799,8.2799,8.2799,8.2799,7.246989479781085e-05,7.246726898202382e-05
2000-08-25,8.2799,8.2799,8.2799,8.2799,0.0,0.0
2000-08-28,8.2799,8.2799,8.2799,8.2799,0.0,0.0
2000-08-29,8.2799,8.2799,8.2799,8.2799,0.0,0.0
2000-08-30,8.2788,8.2788,8.2788,8.2788,-0.0001328518460367,-0.0001328606716248
2000-08-31,8.2786,8.2786,8.2786,8.2786,-2.4158090544457167e-05,-2.415838235592105e-05
2000-09-01,8.2787,8.2787,8.2787,8.2787,1.2079337085912911e-05,1.2079264131603653e-05
2000-09-04,8.2786,8.2786,8.2786,8.2786,-1.207919117729439e-05,-1.2079264131603653e-05
2000-09-05,8.279,8.279,8.279,8.279,4.831734834387369e-05,4.8316181098684297e-05
2000-09-06,8.2794,8.2794,8.2794,8.2794,4.831501389057635e-05,4.831384675796357e-05
2000-09-07,8.279,8.279,8.279,8.279,-4.8312679662876334e-05,-4.831384675796357e-05
2000-09-08,8.2794,8.2794,8.2794,8.2794,4.831501389057635e-05,4.831384675796357e-05
2000-09-11,8.2786,8.2786,8.2786,8.2786,-9.662535932553062e-05,-9.663002785664788e-05
2000-09-12,8.2787,8.2787,8.2787,8.2787,1.2079337085912911e-05,1.2079264131603653e-05
2000-09-13,8.2777,8.2777,8.2777,8.2777,-0.0001207919117737,-0.0001207992077043
2000-09-14,8.2773,8.2773,8.2773,8.2773,-4.832260168874392e-05,-4.83237692634475e-05
2000-09-15,8.2771,8.2771,8.2771,8.2771,-2.416246843772729e-05,-2.4162760354773383e-05
2000-09-18,8.2772,8.2772,8.2772,8.2772,1.208152613840774e-05,1.2081453157453126e-05
2000-09-19,8.2779,8.2779,8.2779,8.2779,8.456966123815413e-05,8.456608542584121e-05
2000-09-20,8.2775,8.2775,8.2775,8.2775,-4.832143418032064e-05,-4.832260169829184e-05
2000-09-21,8.2778,8.2778,8.2778,8.2778,3.62428269404802e-05,3.624217018494136e-05
2000-09-22,8.2787,8.2787,8.2787,8.2787,0.000108724540337,0.0001087186302526
2000-09-25,8.2793,8.2793,8.2793,8.2793,7.247514706398839e-05,7.247252086717282e-05
2000-09-26,8.2791,8.2791,8.2791,8.2791,-2.4156631599270284e-05,-2.4156923375429077e-05
2000-09-27,8.2795,8.2795,8.2795,8.2795,4.83144303125016e-05,4.831326320831053e-05
2000-09-28,8.2799,8.2799,8.2799,8.2799,4.831209614097887e-05,4.831092914914237e-05
2000-09-29,8.2798,8.2798,8.2798,8.2798,-1.2077440548763365e-05,-1.207751348175634e-05
2000-10-02,8.279,8.279,8.279,8.279,-9.662069132099216e-05,-9.662535940035966e-05
2000-10-03,8.279,8.279,8.279,8.279,0.0,0.0
2000-10-04,8.279,8.279,8.279,8.279,0.0,0.0
2000-10-05,8.279,8.279,8.279,8.279,0.0,0.0
2000-10-06,8.279,8.279,8.279,8.279,0.0,0.0
2000-10-09,8.279,8.279,8.279,8.279,0.0,0.0
2000-10-10,8.2789,8.2789,8.2789,8.2789,-1.2078753472644088e-05,-1.20788264217353e-05
2000-10-11,8.2786,8.2786,8.2786,8.2786,-3.623669811203545e-05,-3.6237354676949e-05
2000-10-12,8.2786,8.2786,8.2786,8.2786,0.0,0.0
2000-10-13,8.2784,8.2784,8.2784,8.2784,-2.415867417215889e-05,-2.415896599750056e-05
2000-10-16,8.2781,8.2781,8.2781,8.2781,-3.623888674131326e-05,-3.6239543385718775e-05
2000-10-17,8.2784,8.2784,8.2784,8.2784,3.624020004577844e-05,3.6239543385718775e-05
2000-10-18,8.2781,8.2781,8.2781,8.2781,-3.623888674131326e-05,-3.6239543385718775e-05
2000-10-19,8.278,8.278,8.278,8.278,-1.2080066681963151e-05,-1.2080139646375445e-05
2000-10-20,8.2778,8.2778,8.2778,8.2778,-2.416042522368489e-05,-2.416071709143708e-05
2000-10-23,8.2784,8.2784,8.2784,8.2784,7.248302689122355e-05,7.24804001235313e-05
2000-10-24,8.2784,8.2784,8.2784,8.2784,0.0,0.0
2000-10-25,8.2782,8.2782,8.2782,8.2782,-2.4159257827505165e-05,-2.415954966705769e-05
2000-10-26,8.2785,8.2785,8.2785,8.2785,3.623976226707626e-05,3.623910562255972e-05
2000-10-27,8.2788,8.2788,8.2788,8.2788,3.623844899447448e-05,3.623779239791958e-05
2000-10-30,8.278,8.278,8.278,8.278,-9.663236217805073e-05,-9.663703138551584e-05
2000-10-31,8.2775,8.2775,8.2775,8.2775,-6.0401063058823645e-05,-6.040288727637844e-05
2000-11-01,8.2773,8.2773,8.2773,8.2773,-2.4161884626949792e-05,-2.416217653022912e-05
2000-11-02,8.277,8.277,8.277,8.277,-3.624370265675747e-05,-3.6244359475468e-05
2000-11-03,8.2768,8.2768,8.2768,8.2768,-2.416334420674016e-05,-2.416363614532457e-05
2000-11-06,8.2771,8.2771,8.2771,8.2771,3.624589213235829e-05,3.6245235266019193e-05
2000-11-07,8.2769,8.2769,8.2769,8.2769,-2.41630522769265e-05,-2.416334420818345e-05
2000-11-08,8.2772,8.2772,8.2772,8.2772,3.624545421598846e-05,3.624479736563657e-05
2000-11-09,8.2768,8.2768,8.2768,8.2768,-4.832552070754837e-05,-4.832668842347232e-05
2000-11-10,8.2772,8.2772,8.2772,8.2772,4.832785617647773e-05,4.832668842347232e-05
2000-11-13,8.2768,8.2768,8.2768,8.2768,-4.832552070754837e-05,-4.832668842347232e-05
2000-11-14,8.2773,8.2773,8.2773,8.2773,6.040982022037511e-05,6.0407995620792576e-05
2000-11-15,8.2768,8.2768,8.2768,8.2768,-6.040617109448476e-05,-6.0407995620792576e-05
2000-11-16,8.2773,8.2773,8.2773,8.2773,6.040982022037511e-05,6.0407995620792576e-05
2000-11-17,8.2769,8.2769,8.2769,8.2769,-4.832493687567663e-05,-4.832610456295683e-05
2000-11-20,8.2779,8.2779,8.2779,8.2779,0.0001208181807199,0.0001208108827914
2000-11-21,8.2786,8.2786,8.2786,8.2786,8.456250981536684e-05,8.455893460768138e-05
2000-11-22,8.2782,8.2782,8.2782,8.2782,-4.831734834398471e-05,-4.831851566455825e-05
2000-11-23,8.278,8.278,8.278,8.278,-2.415984151138417e-05,-2.416013336503653e-05
2000-11-24,8.2779,8.2779,8.2779,8.2779,-1.2080212611675911e-05,-1.2080285578086604e-05
2000-11-27,8.278,8.278,8.278,8.278,1.2080358545052404e-05,1.2080285578086604e-05
2000-11-28,8.2777,8.2777,8.2777,8.2777,-3.62406378353608e-05,-3.624129454316005e-05
2000-11-29,8.2774,8.2774,8.2774,8.2774,-3.624195126661345e-05,-3.624260802181922e-05
2000-11-30,8.2777,8.2777,8.2777,8.2777,3.624326479312323e-05,3.624260802181922e-05
2000-12-01,8.2775,8.2775,8.2775,8.2775,-2.416130084437196e-05,-2.4161592733218384e-05
2000-12-04,8.2771,8.2771,8.2771,8.2771,-4.8323769253899584e-05,-4.83249368850025e-05
2000-12-05,8.277,8.277,8.277,8.277,-1.208152613851876e-05,-1.208159912069462e-05
2000-12-06,8.277,8.277,8.277,8.277,0.0,0.0
2000-12-07,8.277,8.277,8.277,8.277,0.0,0.0
2000-12-08,8.2769,8.2769,8.2769,8.2769,-1.208167210342559e-05,-1.2081745087488828e-05
2000-12-11,8.2773,8.2773,8.2773,8.2773,4.832727228798461e-05,4.832610456295683e-05
2000-12-12,8.2771,8.2771,8.2771,8.2771,-2.416246843772729e-05,-2.4162760354773383e-05
2000-12-13,8.277,8.277,8.277,8.277,-1.208152613851876e-05,-1.208159912069462e-05
2000-12-14,8.2768,8.2768,8.2768,8.2768,-2.416334420674016e-05,-2.416363614532457e-05
2000-12-15,8.2768,8.2768,8.2768,8.2768,0.0,0.0
2000-12-18,8.2774,8.2774,8.2774,8.2774,7.249178426449454e-05,7.248915686242086e-05
2000-12-19,8.2772,8.2772,8.2772,8.2772,-2.4162176528785828e-05,-2.4162468438948537e-05
2000-12-20,8.2769,8.2769,8.2769,8.2769,-3.6244140530716784e-05,-3.624479736563657e-05
2000-12-21,8.2768,8.2768,8.2768,8.2768,-1.2081818071996152e-05,-1.2081891057835747e-05
2000-12-22,8.2777,8.2777,8.2777,8.2777,0.0001087376763966,0.0001087317648842
2000-12-25,8.277,8.277,8.277,8.277,-8.456455295557941e-05,-8.45681287389155e-05
2000-12-26,8.2769,8.2769,8.2769,8.2769,-1.208167210342559e-05,-1.2081745087488828e-05
2000-12-27,8.277,8.277,8.277,8.277,1.2081818071996152e-05,1.2081745087488828e-05
2000-12-28,8.2781,8.2781,8.2781,8.2781,0.0001328983931376,0.0001328895629284
2000-12-29,8.2774,8.2774,8.2774,8.2774,-8.456046677374207e-05,-8.456404221135472e-05
2001-01-02,8.2779,8.2779,8.2779,8.2779,6.0405441322242126e-05,6.040361698689267e-05
2001-01-03,8.2773,8.2773,8.2773,8.2773,-7.248215127031443e-05,-7.248477822852095e-05
2001-01-04,8.2781,8.2781,8.2781,8.2781,9.66498737511312e-05,9.6645203452983e-05
2001-01-05,8.2775,8.2775,8.2775,8.2775,-7.248040009188994e-05,-7.248302692275388e-05
2001-01-08,8.2778,8.2778,8.2778,8.2778,3.62428269404802e-05,3.624217018494136e-05
2001-01-09,8.2771,8.2771,8.2771,8.2771,-8.456353137287209e-05,-8.456710706994386e-05
2001-01-10,8.2769,8.2769,8.2769,8.2769,-2.41630522769265e-05,-2.416334420818345e-05
2001-01-11,8.2767,8.2767,8.2767,8.2767,-2.4163636143881284e-05,-2.416392808912704e-05
2001-01-12,8.2768,8.2768,8.2768,8.2768,1.2082110019573378e-05,1.2082037031291293e-05
2001-01-15,8.2767,8.2767,8.2767,8.2767,-1.2081964044008409e-05,-1.2082037031291293e-05
2001-01-16,8.2766,8.2766,8.2766,8.2766,-1.20821100196844e-05,-1.208218300918773e-05
2001-01-17,8.2764,8.2764,8.2764,8.2764,-2.416451199760417e-05,-2.416480396405518e-05
2001-01-18,8.2764,8.2764,8.2764,8.2764,0.0,0.0
2001-01-19,8.2764,8.2764,8.2764,8.2764,0.0,0.0
2001-01-22,8.2782,8.2782,8.2782,8.2782,0.0002174858634187,0.0002174622167969
2001-01-23,8.2786,8.2786,8.2786,8.2786,4.831968302299039e-05,4.831851566455825e-05
2001-01-24,8.2786,8.2786,8.2786,8.2786,0.0,0.0
2001-01-25,8.2786,8.2786,8.2786,8.2786,0.0,0.0
2001-01-26,8.2786,8.2786,8.2786,8.2786,0.0,0.0
2001-01-29,8.2786,8.2786,8.2786,8.2786,0.0,0.0
2001-01-30,8.2786,8.2786,8.2786,8.2786,0.0,0.0
2001-01-31,8.2781,8.2781,8.2781,8.2781,-6.0396685430008645e-05,-6.039850938321933e-05
2001-02-01,8.2772,8.2772,8.2772,8.2772,-0.0001087206001376,-0.0001087265106503
2001-02-02,8.2774,8.2774,8.2774,8.2774,2.416276035366316e-05,2.4162468438948537e-05
2001-02-05,8.277,8.277,8.277,8.277,-4.83243530577937e-05,-4.832552071709628e-05
2001-02-06,8.2766,8.2766,8.2766,8.2766,-4.832668841359133e-05,-4.83278561858036e-05
2001-02-07,8.2765,8.2765,8.2765,8.2765,-1.2082255998802084e-05,-1.2082328989748705e-05
2001-02-08,8.2763,8.2763,8.2763,8.2763,-2.416480396294496e-05,-2.416509593627936e-05
2001-02-09,8.2764,8.2764,8.2764,8.2764,1.2082693957360393e-05,1.208262096197288e-05
2001-02-12,8.2774,8.2774,8.2774,8.2774,0.0001208254796771,0.0001208181808669
2001-02-13,8.2765,8.2765,8.2765,8.2765,-0.0001087297943798,-0.0001087357058926
2001-02-14,8.2764,8.2764,8.2764,8.2764,-1.208240198147248e-05,-1.208247497430648e-05
2001-02-15,8.2772,8.2772,8.2772,8.2772,9.666038374178676e-05,9.665571242800652e-05
2001-02-16,8.277,8.277,8.277,8.277,-2.4162760353885204e-05,-2.4163052278147745e-05
2001-02-19,8.2766,8.2766,8.2766,8.2766,-4.832668841359133e-05,-4.83278561858036e-05
